Receipt ID,Date,Supplier ID,Supplier,Arrival Hour,Units,Arrived On Time,Damage Free,Documents Correct,Dock To Stock Hours
R008477,2026-05-31,SUP08,Harbor Home,15,1246,1,1,1,3.71
R008478,2026-05-31,SUP02,Brightline Beauty,15,672,0,1,1,2.44
R008479,2026-05-31,SUP06,Fjord Outdoor,7,841,1,1,1,2.19
R008480,2026-05-31,SUP10,Juniper Kitchen,10,429,1,1,1,3.04
R008481,2026-05-31,SUP03,Cobalt Electronics,9,434,1,1,1,3.6
R008482,2026-05-31,SUP03,Cobalt Electronics,19,639,1,1,1,5.71
R008483,2026-05-31,SUP03,Cobalt Electronics,7,275,1,1,1,3.17
R008484,2026-05-31,SUP06,Fjord Outdoor,20,286,1,1,1,5.63
R008485,2026-05-31,SUP03,Cobalt Electronics,19,1232,1,1,1,7.07
R008486,2026-05-31,SUP02,Brightline Beauty,11,895,1,1,1,4.17
R008487,2026-05-31,SUP08,Harbor Home,15,1303,0,1,0,3.88
R008488,2026-05-31,SUP03,Cobalt Electronics,13,1348,1,1,1,3.05
R008489,2026-05-31,SUP08,Harbor Home,9,1110,1,1,1,2.2
R008490,2026-05-31,SUP09,Iris Kids,14,783,1,1,1,3.76
R008491,2026-05-31,SUP06,Fjord Outdoor,11,951,1,1,1,4.0
R008492,2026-05-31,SUP08,Harbor Home,9,1253,0,1,1,3.35
R008493,2026-05-31,SUP04,Delta Apparel,17,1120,1,1,1,8.76
R008494,2026-05-31,SUP08,Harbor Home,19,1218,1,1,1,4.79
R008495,2026-05-31,SUP04,Delta Apparel,8,456,1,1,1,2.79
R008496,2026-05-31,SUP09,Iris Kids,11,329,1,1,1,4.13
R008497,2026-05-31,SUP08,Harbor Home,14,997,1,1,1,3.52
R008498,2026-05-31,SUP10,Juniper Kitchen,14,571,1,1,1,3.69
R008499,2026-05-31,SUP03,Cobalt Electronics,8,870,1,1,1,3.79
R008500,2026-05-31,SUP09,Iris Kids,16,439,1,1,1,6.4
R008501,2026-05-31,SUP04,Delta Apparel,7,1338,0,1,1,2.54
R008502,2026-05-31,SUP03,Cobalt Electronics,9,711,1,1,1,2.22
R008503,2026-05-31,SUP01,Alder Foods,11,759,1,1,1,2.03
R008504,2026-06-01,SUP02,Brightline Beauty,8,889,0,1,1,3.88
R008505,2026-06-01,SUP03,Cobalt Electronics,15,468,0,1,1,2.54
R008506,2026-06-01,SUP05,Evergreen Pet,19,1343,1,1,1,8.51
R008507,2026-06-01,SUP02,Brightline Beauty,6,584,1,1,1,3.21
R008508,2026-06-01,SUP08,Harbor Home,20,581,1,1,1,7.87
R008509,2026-06-01,SUP08,Harbor Home,8,653,1,1,1,3.53
R008510,2026-06-01,SUP04,Delta Apparel,14,300,1,1,1,3.08
R008511,2026-06-01,SUP07,Granite Tools,8,852,0,1,1,3.53
R008512,2026-06-01,SUP08,Harbor Home,13,959,1,1,1,3.37
R008513,2026-06-01,SUP04,Delta Apparel,17,345,1,1,1,8.45
R008514,2026-06-01,SUP04,Delta Apparel,7,958,1,1,1,2.73
R008515,2026-06-01,SUP07,Granite Tools,15,671,1,1,1,2.85
R008516,2026-06-01,SUP01,Alder Foods,7,585,1,1,1,3.3
R008517,2026-06-01,SUP01,Alder Foods,9,754,0,1,1,3.01
R008518,2026-06-01,SUP09,Iris Kids,14,504,1,1,1,3.34
R008519,2026-06-01,SUP06,Fjord Outdoor,15,1192,1,1,1,4.11
R008520,2026-06-01,SUP07,Granite Tools,8,570,0,1,1,3.88
R008521,2026-06-01,SUP01,Alder Foods,15,598,1,1,1,3.85
R008522,2026-06-01,SUP08,Harbor Home,7,642,1,0,1,2.05
R008523,2026-06-01,SUP10,Juniper Kitchen,13,564,1,1,1,2.41
R008524,2026-06-01,SUP03,Cobalt Electronics,18,1122,1,1,1,5.2
R008525,2026-06-01,SUP10,Juniper Kitchen,20,881,1,1,1,4.71
R008526,2026-06-01,SUP01,Alder Foods,13,449,1,1,1,3.2
R008527,2026-06-01,SUP02,Brightline Beauty,10,256,0,1,1,2.1
R008528,2026-06-01,SUP09,Iris Kids,14,1028,1,1,1,3.3
R008529,2026-06-01,SUP05,Evergreen Pet,12,1095,1,1,1,3.52
R008530,2026-06-01,SUP04,Delta Apparel,10,747,1,1,1,3.43
R008531,2026-06-01,SUP09,Iris Kids,9,328,1,1,1,3.38
R008532,2026-06-01,SUP08,Harbor Home,8,770,1,1,1,2.58
R008533,2026-06-01,SUP09,Iris Kids,6,967,1,1,0,4.1
R008534,2026-06-01,SUP01,Alder Foods,9,259,1,1,1,2.81
R008535,2026-06-01,SUP08,Harbor Home,15,973,1,1,1,2.19
R008536,2026-06-01,SUP06,Fjord Outdoor,15,934,1,1,1,3.24
R008537,2026-06-01,SUP01,Alder Foods,12,613,1,1,1,2.24
R008538,2026-06-01,SUP07,Granite Tools,11,1022,1,0,1,3.69
R008539,2026-06-01,SUP04,Delta Apparel,10,331,1,1,1,3.28
R008540,2026-06-01,SUP02,Brightline Beauty,21,278,1,1,1,5.07
R008541,2026-06-01,SUP01,Alder Foods,13,501,0,1,1,3.18
R008542,2026-06-01,SUP09,Iris Kids,8,872,1,1,1,2.73
R008543,2026-06-01,SUP04,Delta Apparel,10,369,1,1,1,2.5
R008544,2026-06-01,SUP08,Harbor Home,14,449,1,1,1,2.49
R008545,2026-06-01,SUP10,Juniper Kitchen,16,645,1,1,1,5.54
R008546,2026-06-01,SUP03,Cobalt Electronics,9,1068,1,1,1,3.98
R008547,2026-06-01,SUP03,Cobalt Electronics,14,424,1,1,1,2.85
R008548,2026-06-01,SUP05,Evergreen Pet,11,619,1,1,1,2.28
R008549,2026-06-01,SUP01,Alder Foods,15,853,1,1,1,3.86
R008550,2026-06-01,SUP09,Iris Kids,17,705,0,1,0,6.08
R008551,2026-06-01,SUP04,Delta Apparel,8,630,1,1,1,2.96
R008552,2026-06-01,SUP10,Juniper Kitchen,16,700,1,1,1,6.01
R008553,2026-06-01,SUP05,Evergreen Pet,10,1104,0,1,1,3.44
R008554,2026-06-01,SUP08,Harbor Home,17,1386,1,0,1,6.02
R008555,2026-06-01,SUP09,Iris Kids,14,328,1,1,1,3.77
R008556,2026-06-01,SUP03,Cobalt Electronics,10,1398,1,1,1,3.76
R008557,2026-06-01,SUP06,Fjord Outdoor,16,508,1,1,1,7.0
R008558,2026-06-01,SUP08,Harbor Home,6,1330,1,1,1,2.61
R008559,2026-06-02,SUP08,Harbor Home,8,827,1,1,1,2.47
R008560,2026-06-02,SUP08,Harbor Home,10,428,1,1,1,3.07
R008561,2026-06-02,SUP04,Delta Apparel,10,656,1,1,1,3.43
R008562,2026-06-02,SUP01,Alder Foods,12,1205,1,1,1,3.84
R008563,2026-06-02,SUP05,Evergreen Pet,11,378,1,1,1,2.04
R008564,2026-06-02,SUP03,Cobalt Electronics,8,390,1,1,1,3.57
R008565,2026-06-02,SUP10,Juniper Kitchen,10,686,1,1,1,2.74
R008566,2026-06-02,SUP08,Harbor Home,9,424,1,1,1,3.13
R008567,2026-06-02,SUP08,Harbor Home,16,634,1,1,1,5.89
R008568,2026-06-02,SUP02,Brightline Beauty,11,1188,1,1,1,3.66
R008569,2026-06-02,SUP01,Alder Foods,9,1014,1,1,1,2.25
R008570,2026-06-02,SUP05,Evergreen Pet,14,1056,1,1,1,4.19
R008571,2026-06-02,SUP01,Alder Foods,11,288,1,1,1,2.03
R008572,2026-06-02,SUP02,Brightline Beauty,14,914,1,1,1,3.61
R008573,2026-06-02,SUP01,Alder Foods,6,644,1,1,1,3.46
R008574,2026-06-02,SUP05,Evergreen Pet,11,528,1,1,1,2.98
R008575,2026-06-02,SUP05,Evergreen Pet,9,1398,1,1,1,3.95
R008576,2026-06-02,SUP06,Fjord Outdoor,14,914,1,1,1,4.17
R008577,2026-06-02,SUP10,Juniper Kitchen,13,1031,1,1,1,3.19
R008578,2026-06-02,SUP07,Granite Tools,10,715,1,1,1,2.57
R008579,2026-06-02,SUP01,Alder Foods,9,270,1,1,1,2.31
R008580,2026-06-02,SUP02,Brightline Beauty,6,1109,1,1,1,3.68
R008581,2026-06-02,SUP10,Juniper Kitchen,13,433,1,1,1,2.58
R008582,2026-06-02,SUP07,Granite Tools,16,1279,1,1,1,6.63
R008583,2026-06-02,SUP01,Alder Foods,15,769,1,1,1,3.66
R008584,2026-06-02,SUP02,Brightline Beauty,8,1383,1,1,1,2.08
R008585,2026-06-02,SUP06,Fjord Outdoor,11,1384,1,1,1,3.07
R008586,2026-06-02,SUP04,Delta Apparel,7,1240,1,1,1,2.63
R008587,2026-06-02,SUP04,Delta Apparel,7,1098,1,1,1,3.67
R008588,2026-06-02,SUP05,Evergreen Pet,10,663,1,1,1,3.61
R008589,2026-06-02,SUP01,Alder Foods,13,1364,1,1,1,4.15
R008590,2026-06-02,SUP02,Brightline Beauty,14,938,1,1,1,3.39
R008591,2026-06-02,SUP09,Iris Kids,10,259,1,1,1,3.29
R008592,2026-06-02,SUP05,Evergreen Pet,15,417,1,1,1,2.46
R008593,2026-06-02,SUP03,Cobalt Electronics,20,958,1,1,0,8.28
R008594,2026-06-02,SUP07,Granite Tools,8,803,1,1,1,2.94
R008595,2026-06-02,SUP01,Alder Foods,16,1101,1,1,1,6.33
R008596,2026-06-02,SUP03,Cobalt Electronics,8,384,1,1,1,3.04
R008597,2026-06-02,SUP01,Alder Foods,8,1251,1,1,1,3.83
R008598,2026-06-02,SUP01,Alder Foods,12,677,1,1,1,2.33
R008599,2026-06-02,SUP06,Fjord Outdoor,18,330,1,1,1,5.47
R008600,2026-06-02,SUP04,Delta Apparel,14,1331,1,1,1,3.98
R008601,2026-06-02,SUP10,Juniper Kitchen,6,300,1,1,1,2.41
R008602,2026-06-02,SUP01,Alder Foods,12,1187,1,1,1,2.54
R008603,2026-06-02,SUP06,Fjord Outdoor,16,1228,1,1,1,8.75
R008604,2026-06-02,SUP05,Evergreen Pet,8,740,1,1,1,3.75
R008605,2026-06-02,SUP08,Harbor Home,7,850,1,1,1,3.54
R008606,2026-06-02,SUP08,Harbor Home,18,958,1,1,1,7.87
R008607,2026-06-02,SUP04,Delta Apparel,13,660,1,0,1,4.13
R008608,2026-06-02,SUP07,Granite Tools,14,605,1,1,1,3.76
R008609,2026-06-02,SUP04,Delta Apparel,12,422,1,1,1,4.06
R008610,2026-06-02,SUP08,Harbor Home,12,738,1,1,1,3.52
R008611,2026-06-02,SUP09,Iris Kids,18,991,1,1,1,6.31
R008612,2026-06-02,SUP01,Alder Foods,18,320,1,1,1,8.52
R008613,2026-06-02,SUP05,Evergreen Pet,17,1158,1,1,1,5.27
R008614,2026-06-02,SUP02,Brightline Beauty,12,383,1,1,1,2.4
R008615,2026-06-02,SUP08,Harbor Home,18,1127,0,1,1,8.33
R008616,2026-06-03,SUP08,Harbor Home,15,1267,1,1,1,3.51
R008617,2026-06-03,SUP02,Brightline Beauty,10,888,1,1,0,3.99
R008618,2026-06-03,SUP02,Brightline Beauty,7,401,1,1,1,2.71
R008619,2026-06-03,SUP04,Delta Apparel,9,1385,1,1,1,3.85
R008620,2026-06-03,SUP04,Delta Apparel,17,497,1,1,1,7.34
R008621,2026-06-03,SUP05,Evergreen Pet,13,607,1,1,1,2.03
R008622,2026-06-03,SUP06,Fjord Outdoor,10,443,1,1,1,2.82
R008623,2026-06-03,SUP06,Fjord Outdoor,10,564,1,1,1,2.72
R008624,2026-06-03,SUP04,Delta Apparel,11,341,1,1,1,2.31
R008625,2026-06-03,SUP01,Alder Foods,18,1305,1,1,1,6.87
R008626,2026-06-03,SUP01,Alder Foods,14,634,1,1,1,2.05
R008627,2026-06-03,SUP06,Fjord Outdoor,11,304,1,1,1,3.7
R008628,2026-06-03,SUP05,Evergreen Pet,10,330,1,1,1,2.96
R008629,2026-06-03,SUP06,Fjord Outdoor,7,524,1,1,1,3.07
R008630,2026-06-03,SUP04,Delta Apparel,7,917,1,1,1,3.34
R008631,2026-06-03,SUP04,Delta Apparel,11,1329,1,1,1,4.12
R008632,2026-06-03,SUP08,Harbor Home,6,951,1,1,1,2.29
R008633,2026-06-03,SUP06,Fjord Outdoor,18,272,1,1,1,7.63
R008634,2026-06-03,SUP02,Brightline Beauty,6,1014,1,1,1,3.16
R008635,2026-06-03,SUP02,Brightline Beauty,10,1391,1,1,1,2.3
R008636,2026-06-03,SUP04,Delta Apparel,7,861,1,1,0,2.51
R008637,2026-06-03,SUP05,Evergreen Pet,10,370,0,1,1,2.41
R008638,2026-06-03,SUP01,Alder Foods,9,889,1,1,1,2.37
R008639,2026-06-03,SUP09,Iris Kids,14,747,1,1,1,2.77
R008640,2026-06-03,SUP01,Alder Foods,14,758,1,1,1,2.64
R008641,2026-06-03,SUP01,Alder Foods,7,996,1,1,1,2.06
R008642,2026-06-03,SUP02,Brightline Beauty,9,456,1,1,1,3.15
R008643,2026-06-03,SUP08,Harbor Home,6,1250,1,1,1,3.74
R008644,2026-06-03,SUP04,Delta Apparel,12,1222,1,1,1,2.46
R008645,2026-06-03,SUP09,Iris Kids,15,493,1,1,1,4.18
R008646,2026-06-03,SUP01,Alder Foods,14,484,0,1,1,4.15
R008647,2026-06-03,SUP08,Harbor Home,8,798,1,1,1,2.03
R008648,2026-06-03,SUP01,Alder Foods,10,1092,1,1,1,3.75
R008649,2026-06-03,SUP01,Alder Foods,15,981,1,1,1,3.67
R008650,2026-06-03,SUP04,Delta Apparel,12,1142,1,1,1,3.65
R008651,2026-06-03,SUP01,Alder Foods,16,787,1,1,1,7.81
R008652,2026-06-03,SUP01,Alder Foods,11,513,1,1,1,4.01
R008653,2026-06-03,SUP04,Delta Apparel,6,1371,1,1,1,2.61
R008654,2026-06-03,SUP04,Delta Apparel,12,1381,1,1,1,3.77
R008655,2026-06-03,SUP09,Iris Kids,17,290,1,1,1,8.62
R008656,2026-06-03,SUP10,Juniper Kitchen,8,1274,0,1,1,2.79
R008657,2026-06-03,SUP04,Delta Apparel,17,600,1,1,1,5.68
R008658,2026-06-03,SUP01,Alder Foods,14,1076,1,1,1,4.04
R008659,2026-06-03,SUP04,Delta Apparel,12,1264,1,1,1,3.34
R008660,2026-06-03,SUP08,Harbor Home,17,665,1,1,1,6.79
R008661,2026-06-03,SUP05,Evergreen Pet,11,1082,1,1,1,3.85
R008662,2026-06-03,SUP02,Brightline Beauty,7,1158,1,1,0,2.95
R008663,2026-06-03,SUP02,Brightline Beauty,16,812,1,1,1,6.75
R008664,2026-06-03,SUP10,Juniper Kitchen,12,476,1,1,1,2.61
R008665,2026-06-03,SUP01,Alder Foods,13,919,0,1,1,2.62
R008666,2026-06-03,SUP01,Alder Foods,20,1305,1,1,1,4.86
R008667,2026-06-03,SUP06,Fjord Outdoor,8,1052,0,1,1,2.54
R008668,2026-06-03,SUP06,Fjord Outdoor,9,739,1,1,1,2.62
R008669,2026-06-03,SUP06,Fjord Outdoor,9,430,1,1,1,3.28
R008670,2026-06-03,SUP05,Evergreen Pet,15,728,1,1,1,3.76
R008671,2026-06-03,SUP10,Juniper Kitchen,14,492,1,1,1,3.27
R008672,2026-06-03,SUP04,Delta Apparel,6,540,1,1,1,3.13
R008673,2026-06-03,SUP05,Evergreen Pet,16,437,1,1,1,4.75
R008674,2026-06-03,SUP03,Cobalt Electronics,10,642,1,1,1,3.43
R008675,2026-06-03,SUP01,Alder Foods,9,645,1,1,1,3.22
R008676,2026-06-04,SUP02,Brightline Beauty,10,697,1,1,1,3.19
R008677,2026-06-04,SUP04,Delta Apparel,8,1028,1,1,1,3.56
R008678,2026-06-04,SUP08,Harbor Home,9,514,1,1,1,2.17
R008679,2026-06-04,SUP01,Alder Foods,20,1009,1,1,1,4.62
R008680,2026-06-04,SUP08,Harbor Home,12,1078,1,1,0,2.23
R008681,2026-06-04,SUP05,Evergreen Pet,15,569,1,1,1,3.98
R008682,2026-06-04,SUP09,Iris Kids,16,1394,0,1,1,7.66
R008683,2026-06-04,SUP04,Delta Apparel,11,948,1,1,1,2.54
R008684,2026-06-04,SUP04,Delta Apparel,19,810,1,1,1,7.56
R008685,2026-06-04,SUP09,Iris Kids,11,486,1,1,1,4.19
R008686,2026-06-04,SUP01,Alder Foods,9,631,1,1,1,2.46
R008687,2026-06-04,SUP03,Cobalt Electronics,20,370,1,1,1,4.94
R008688,2026-06-04,SUP04,Delta Apparel,20,1084,1,1,1,8.6
R008689,2026-06-04,SUP03,Cobalt Electronics,12,835,1,1,1,3.17
R008690,2026-06-04,SUP06,Fjord Outdoor,7,882,1,1,1,3.77
R008691,2026-06-04,SUP09,Iris Kids,16,509,1,1,1,7.64
R008692,2026-06-04,SUP03,Cobalt Electronics,9,1111,1,1,1,3.46
R008693,2026-06-04,SUP10,Juniper Kitchen,18,992,1,1,1,7.42
R008694,2026-06-04,SUP06,Fjord Outdoor,13,679,1,1,1,2.58
R008695,2026-06-04,SUP02,Brightline Beauty,12,1131,1,1,1,3.31
R008696,2026-06-04,SUP09,Iris Kids,19,1071,1,1,1,6.08
R008697,2026-06-04,SUP10,Juniper Kitchen,20,567,1,1,1,6.58
R008698,2026-06-04,SUP10,Juniper Kitchen,9,1235,1,1,1,2.97
R008699,2026-06-04,SUP09,Iris Kids,20,1340,1,1,1,7.14
R008700,2026-06-04,SUP10,Juniper Kitchen,14,426,0,1,1,3.35
R008701,2026-06-04,SUP06,Fjord Outdoor,13,269,1,1,1,2.73
R008702,2026-06-04,SUP09,Iris Kids,11,909,1,1,1,3.17
R008703,2026-06-04,SUP10,Juniper Kitchen,11,520,1,1,1,3.41
R008704,2026-06-04,SUP02,Brightline Beauty,14,710,1,1,1,3.33
R008705,2026-06-04,SUP06,Fjord Outdoor,13,525,0,1,1,2.15
R008706,2026-06-04,SUP08,Harbor Home,7,719,0,1,1,2.6
R008707,2026-06-04,SUP06,Fjord Outdoor,14,266,1,1,1,3.68
R008708,2026-06-04,SUP10,Juniper Kitchen,12,430,1,1,1,3.76
R008709,2026-06-04,SUP08,Harbor Home,21,661,0,1,1,4.22
R008710,2026-06-04,SUP10,Juniper Kitchen,15,404,1,1,1,3.96
R008711,2026-06-04,SUP10,Juniper Kitchen,19,980,0,1,1,8.35
R008712,2026-06-04,SUP01,Alder Foods,16,447,0,1,1,4.64
R008713,2026-06-04,SUP06,Fjord Outdoor,11,1223,1,1,1,3.5
R008714,2026-06-04,SUP03,Cobalt Electronics,7,349,1,1,1,3.45
R008715,2026-06-04,SUP10,Juniper Kitchen,13,466,1,1,1,2.41
R008716,2026-06-04,SUP05,Evergreen Pet,9,346,1,1,1,2.64
R008717,2026-06-04,SUP04,Delta Apparel,10,519,1,1,1,2.72
R008718,2026-06-04,SUP05,Evergreen Pet,11,1015,1,1,1,3.19
R008719,2026-06-04,SUP04,Delta Apparel,13,564,1,1,1,3.37
R008720,2026-06-04,SUP03,Cobalt Electronics,10,771,1,1,1,2.86
R008721,2026-06-04,SUP03,Cobalt Electronics,15,341,0,1,1,2.7
R008722,2026-06-04,SUP08,Harbor Home,19,1372,1,1,1,7.58
R008723,2026-06-04,SUP10,Juniper Kitchen,11,368,1,1,1,2.43
R008724,2026-06-04,SUP02,Brightline Beauty,8,1080,1,1,1,3.84
R008725,2026-06-04,SUP08,Harbor Home,13,414,1,1,1,3.99
R008726,2026-06-04,SUP05,Evergreen Pet,17,573,1,1,1,5.04
R008727,2026-06-04,SUP04,Delta Apparel,19,267,1,1,1,8.72
R008728,2026-06-04,SUP04,Delta Apparel,15,1012,1,1,1,2.94
R008729,2026-06-04,SUP09,Iris Kids,10,462,1,1,1,2.25
R008730,2026-06-04,SUP03,Cobalt Electronics,11,823,1,1,1,3.43
R008731,2026-06-04,SUP02,Brightline Beauty,6,1394,1,1,1,3.03
R008732,2026-06-04,SUP08,Harbor Home,12,853,1,1,0,2.32
R008733,2026-06-04,SUP01,Alder Foods,10,389,1,1,1,2.78
R008734,2026-06-05,SUP05,Evergreen Pet,11,1337,1,1,1,2.86
R008735,2026-06-05,SUP04,Delta Apparel,19,712,1,1,1,7.11
R008736,2026-06-05,SUP07,Granite Tools,16,517,1,1,1,4.21
R008737,2026-06-05,SUP02,Brightline Beauty,7,1093,1,1,0,3.34
R008738,2026-06-05,SUP04,Delta Apparel,20,774,1,1,1,5.53
R008739,2026-06-05,SUP08,Harbor Home,12,631,1,1,1,2.26
R008740,2026-06-05,SUP07,Granite Tools,12,532,1,1,1,3.85
R008741,2026-06-05,SUP04,Delta Apparel,17,1230,1,1,1,6.24
R008742,2026-06-05,SUP09,Iris Kids,18,301,1,1,1,6.25
R008743,2026-06-05,SUP06,Fjord Outdoor,10,416,1,1,1,3.56
R008744,2026-06-05,SUP02,Brightline Beauty,7,1049,1,1,1,2.01
R008745,2026-06-05,SUP03,Cobalt Electronics,14,800,1,1,1,2.72
R008746,2026-06-05,SUP05,Evergreen Pet,13,1164,1,1,1,3.3
R008747,2026-06-05,SUP04,Delta Apparel,10,795,1,1,1,4.14
R008748,2026-06-05,SUP06,Fjord Outdoor,8,854,1,1,1,3.01
R008749,2026-06-05,SUP02,Brightline Beauty,14,1185,1,1,1,3.96
R008750,2026-06-05,SUP03,Cobalt Electronics,20,730,1,1,1,6.11
R008751,2026-06-05,SUP01,Alder Foods,7,375,1,1,1,4.05
R008752,2026-06-05,SUP07,Granite Tools,6,408,1,1,1,2.59
R008753,2026-06-05,SUP02,Brightline Beauty,18,821,1,1,1,5.26
R008754,2026-06-05,SUP10,Juniper Kitchen,19,1169,1,1,1,4.5
R008755,2026-06-05,SUP08,Harbor Home,8,1073,1,1,1,2.8
R008756,2026-06-05,SUP10,Juniper Kitchen,12,516,1,1,1,3.24
R008757,2026-06-05,SUP07,Granite Tools,9,667,1,1,1,2.46
R008758,2026-06-05,SUP10,Juniper Kitchen,15,1265,1,1,1,3.96
R008759,2026-06-05,SUP10,Juniper Kitchen,11,1103,1,1,1,3.16
R008760,2026-06-05,SUP04,Delta Apparel,10,692,1,1,1,3.37
R008761,2026-06-05,SUP02,Brightline Beauty,14,448,1,1,1,3.22
R008762,2026-06-05,SUP02,Brightline Beauty,10,1271,1,1,1,3.53
R008763,2026-06-05,SUP09,Iris Kids,10,1280,1,1,1,2.56
R008764,2026-06-05,SUP05,Evergreen Pet,18,354,1,1,1,5.57
R008765,2026-06-05,SUP03,Cobalt Electronics,8,669,0,1,1,3.36
R008766,2026-06-05,SUP03,Cobalt Electronics,13,1063,1,1,1,3.26
R008767,2026-06-05,SUP06,Fjord Outdoor,11,1142,0,1,1,4.06
R008768,2026-06-05,SUP05,Evergreen Pet,15,1071,1,1,1,2.51
R008769,2026-06-05,SUP02,Brightline Beauty,9,288,1,1,1,2.36
R008770,2026-06-05,SUP05,Evergreen Pet,9,1379,1,1,1,2.61
R008771,2026-06-05,SUP10,Juniper Kitchen,7,618,1,1,1,2.51
R008772,2026-06-05,SUP06,Fjord Outdoor,16,926,1,1,1,7.52
R008773,2026-06-05,SUP04,Delta Apparel,19,568,1,1,1,7.25
R008774,2026-06-05,SUP01,Alder Foods,17,695,1,1,1,5.76
R008775,2026-06-05,SUP01,Alder Foods,14,823,1,1,1,2.27
R008776,2026-06-05,SUP03,Cobalt Electronics,8,782,1,1,1,3.22
R008777,2026-06-05,SUP07,Granite Tools,20,972,1,1,1,6.77
R008778,2026-06-05,SUP01,Alder Foods,10,472,0,1,1,3.14
R008779,2026-06-05,SUP02,Brightline Beauty,14,452,1,1,1,3.16
R008780,2026-06-05,SUP01,Alder Foods,19,530,1,1,1,4.4
R008781,2026-06-05,SUP08,Harbor Home,10,306,1,1,1,3.01
R008782,2026-06-05,SUP04,Delta Apparel,15,387,0,1,1,3.86
R008783,2026-06-05,SUP02,Brightline Beauty,15,1340,1,1,1,3.88
R008784,2026-06-05,SUP05,Evergreen Pet,15,731,1,1,1,3.5
R008785,2026-06-05,SUP08,Harbor Home,6,1292,1,1,1,3.5
R008786,2026-06-05,SUP08,Harbor Home,8,353,1,1,1,2.11
R008787,2026-06-05,SUP01,Alder Foods,14,938,1,1,1,3.56
R008788,2026-06-05,SUP08,Harbor Home,19,520,1,1,1,5.04
R008789,2026-06-06,SUP03,Cobalt Electronics,17,879,1,1,1,8.09
R008790,2026-06-06,SUP04,Delta Apparel,9,454,1,1,1,2.1
R008791,2026-06-06,SUP04,Delta Apparel,9,586,1,1,1,2.94
R008792,2026-06-06,SUP09,Iris Kids,9,896,1,1,1,3.74
R008793,2026-06-06,SUP09,Iris Kids,12,793,1,1,1,2.8
R008794,2026-06-06,SUP06,Fjord Outdoor,13,443,0,1,1,3.41
R008795,2026-06-06,SUP03,Cobalt Electronics,21,1280,1,1,1,6.27
R008796,2026-06-06,SUP10,Juniper Kitchen,14,915,1,1,1,3.45
R008797,2026-06-06,SUP04,Delta Apparel,10,1239,1,0,1,3.19
R008798,2026-06-06,SUP07,Granite Tools,10,833,1,1,1,3.97
R008799,2026-06-06,SUP07,Granite Tools,16,1326,1,1,1,5.26
R008800,2026-06-06,SUP01,Alder Foods,16,1019,0,1,1,5.96
R008801,2026-06-06,SUP04,Delta Apparel,12,854,1,1,1,2.1
R008802,2026-06-06,SUP04,Delta Apparel,8,752,1,1,1,3.82
R008803,2026-06-06,SUP07,Granite Tools,10,1009,1,1,1,3.29
R008804,2026-06-06,SUP01,Alder Foods,7,609,1,1,1,4.02
R008805,2026-06-06,SUP04,Delta Apparel,9,372,1,1,1,3.68
R008806,2026-06-06,SUP01,Alder Foods,12,308,1,1,1,3.07
R008807,2026-06-06,SUP04,Delta Apparel,11,1317,1,1,1,3.31
R008808,2026-06-06,SUP09,Iris Kids,17,843,1,1,1,8.07
R008809,2026-06-06,SUP06,Fjord Outdoor,13,1128,1,1,1,2.39
R008810,2026-06-06,SUP05,Evergreen Pet,7,403,1,1,1,3.37
R008811,2026-06-06,SUP06,Fjord Outdoor,14,911,0,1,1,2.87
R008812,2026-06-06,SUP10,Juniper Kitchen,8,308,1,1,1,3.52
R008813,2026-06-06,SUP05,Evergreen Pet,8,1141,1,1,1,2.61
R008814,2026-06-06,SUP07,Granite Tools,6,1378,1,1,1,2.18
R008815,2026-06-06,SUP04,Delta Apparel,7,578,1,1,1,2.85
R008816,2026-06-06,SUP01,Alder Foods,11,686,1,1,1,3.83
R008817,2026-06-06,SUP05,Evergreen Pet,9,1301,1,1,1,4.02
R008818,2026-06-06,SUP10,Juniper Kitchen,12,326,1,1,1,3.6
R008819,2026-06-06,SUP07,Granite Tools,17,269,1,1,1,5.97
R008820,2026-06-06,SUP07,Granite Tools,11,917,1,1,1,3.28
R008821,2026-06-06,SUP01,Alder Foods,16,514,1,1,1,5.96
R008822,2026-06-06,SUP06,Fjord Outdoor,13,500,1,1,1,4.08
R008823,2026-06-06,SUP04,Delta Apparel,12,684,1,1,1,3.7
R008824,2026-06-06,SUP07,Granite Tools,10,904,1,1,1,2.08
R008825,2026-06-06,SUP04,Delta Apparel,10,1391,1,1,1,2.94
R008826,2026-06-06,SUP09,Iris Kids,20,448,1,1,1,5.85
R008827,2026-06-06,SUP01,Alder Foods,9,987,1,1,1,3.55
R008828,2026-06-06,SUP02,Brightline Beauty,17,1079,1,1,1,5.67
R008829,2026-06-06,SUP10,Juniper Kitchen,8,1258,1,1,1,3.29
R008830,2026-06-06,SUP03,Cobalt Electronics,11,349,1,1,1,3.85
R008831,2026-06-06,SUP08,Harbor Home,9,262,1,1,1,4.08
R008832,2026-06-06,SUP02,Brightline Beauty,9,399,0,1,1,2.87
R008833,2026-06-06,SUP01,Alder Foods,16,399,1,1,1,5.52
R008834,2026-06-06,SUP04,Delta Apparel,8,473,1,1,1,3.36
R008835,2026-06-06,SUP06,Fjord Outdoor,9,284,1,1,1,3.27
R008836,2026-06-06,SUP08,Harbor Home,16,757,1,1,1,8.26
