주문번호,주문일자,매장코드,제품코드,수량,정가,할인율,매출액,원가
O20251001-016379,2025-10-01,S06,P028,1,89000,0.05,84550,44500
O20251001-016380,2025-10-01,S07,P041,2,38000,0.0,76000,22800
O20251001-016381,2025-10-01,S09,P036,3,32000,0.05,91200,33600
O20251001-016382,2025-10-01,S10,P031,1,79000,0.1,71100,37920
O20251001-016383,2025-10-01,S13,P027,4,8900,0.1,32040,18512
O20251001-016384,2025-10-01,S13,P037,1,27000,0.05,25650,10800
O20251001-016385,2025-10-01,S13,P047,1,15000,0.0,15000,5100
O20251001-016386,2025-10-01,S14,P048,1,98000,0.0,98000,37240
O20251001-016387,2025-10-01,S15,P045,2,29000,0.0,58000,17400
O20251001-016388,2025-10-01,S16,P028,1,89000,0.0,89000,44500
O20251001-016389,2025-10-01,S16,P032,1,29900,0.0,29900,13455
O20251001-016390,2025-10-01,S17,P027,2,8900,0.0,17800,9256
O20251001-016391,2025-10-01,ON1,P017,1,89000,0.05,84550,39160
O20251001-016392,2025-10-01,ON1,P021,1,159000,0.0,159000,111300
O20251001-016393,2025-10-01,ON1,P037,3,27000,0.0,81000,32400
O20251001-016394,2025-10-01,ON1,P045,2,29000,0.05,55100,17400
O20251001-016395,2025-10-01,ON2,P011,1,129000,0.0,129000,58050
O20251001-016396,2025-10-01,ON2,P027,4,8900,0.2,28480,18512
O20251001-016397,2025-10-01,ON2,P041,1,38000,0.0,38000,11400
O20251002-016398,2025-10-02,S01,P032,2,29900,0.0,59800,26910
O20251002-016399,2025-10-02,S01,P046,2,16900,0.1,30420,12168
O20251002-016400,2025-10-02,S03,P034,1,69000,0.3,48300,31740
O20251002-016401,2025-10-02,S04,P015,3,69000,0.05,196650,82800
O20251002-016402,2025-10-02,S04,P023,1,42000,0.0,42000,27720
O20251002-016403,2025-10-02,S04,P047,2,15000,0.0,30000,10200
O20251002-016404,2025-10-02,S05,P026,1,12900,0.0,12900,6192
O20251002-016405,2025-10-02,S05,P037,1,27000,0.3,18900,10800
O20251002-016406,2025-10-02,S06,P032,1,29900,0.0,29900,13455
O20251002-016407,2025-10-02,S08,P046,1,16900,0.0,16900,6084
O20251002-016408,2025-10-02,S09,P018,2,79000,0.0,158000,64780
O20251002-016409,2025-10-02,S09,P026,1,12900,0.0,12900,6192
O20251002-016410,2025-10-02,S11,P025,2,24900,0.0,49800,28884
O20251002-016411,2025-10-02,S11,P036,2,32000,0.0,64000,22400
O20251002-016412,2025-10-02,S13,P008,1,129000,0.05,122550,79980
O20251002-016413,2025-10-02,S13,P018,1,79000,0.1,71100,32390
O20251002-016414,2025-10-02,S13,P024,1,19900,0.05,18905,10945
O20251002-016415,2025-10-02,S14,P021,1,159000,0.0,159000,111300
O20251002-016416,2025-10-02,S15,P002,1,689000,0.0,689000,496080
O20251002-016417,2025-10-02,S16,P016,1,119000,0.0,119000,59500
O20251002-016418,2025-10-02,S16,P042,1,22000,0.0,22000,7040
O20251002-016419,2025-10-02,S17,P028,1,89000,0.1,80100,44500
O20251002-016420,2025-10-02,ON1,P016,2,119000,0.0,238000,119000
O20251002-016421,2025-10-02,ON1,P026,3,12900,0.0,38700,18576
O20251002-016422,2025-10-02,ON1,P031,1,79000,0.0,79000,37920
O20251002-016423,2025-10-02,ON2,P012,1,189000,0.0,189000,79380
O20251002-016424,2025-10-02,ON2,P022,2,29000,0.05,55100,35960
O20251002-016425,2025-10-02,ON2,P042,2,22000,0.05,41800,14080
O20251003-016426,2025-10-03,S01,P003,1,459000,0.05,436050,321300
O20251003-016427,2025-10-03,S01,P013,1,59000,0.2,47200,23600
O20251003-016428,2025-10-03,S01,P026,2,12900,0.1,23220,12384
O20251003-016429,2025-10-03,S03,P025,4,24900,0.1,89640,57768
O20251003-016430,2025-10-03,S03,P035,1,15900,0.2,12720,6678
O20251003-016431,2025-10-03,S03,P043,1,45000,0.0,45000,12600
O20251003-016432,2025-10-03,S04,P013,2,59000,0.0,118000,47200
O20251003-016433,2025-10-03,S04,P038,1,49000,0.0,49000,23030
O20251003-016434,2025-10-03,S04,P043,2,45000,0.0,90000,25200
O20251003-016435,2025-10-03,S05,P016,1,119000,0.0,119000,59500
O20251003-016436,2025-10-03,S05,P034,1,69000,0.2,55200,31740
O20251003-016437,2025-10-03,S08,P017,1,89000,0.0,89000,39160
O20251003-016438,2025-10-03,S08,P026,1,12900,0.2,10320,6192
O20251003-016439,2025-10-03,S10,P027,3,8900,0.1,24030,13884
O20251003-016440,2025-10-03,S11,P001,2,2190000,0.3,3066000,3416400
O20251003-016441,2025-10-03,S12,P042,5,22000,0.0,110000,35200
O20251003-016442,2025-10-03,S13,P026,1,12900,0.2,10320,6192
O20251003-016443,2025-10-03,S17,P025,2,24900,0.0,49800,28884
O20251003-016444,2025-10-03,ON1,P015,1,69000,0.0,69000,27600
O20251003-016445,2025-10-03,ON1,P011,2,129000,0.0,258000,116100
O20251003-016446,2025-10-03,ON1,P027,2,8900,0.0,17800,9256
O20251003-016447,2025-10-03,ON1,P033,1,18900,0.0,18900,10395
O20251003-016448,2025-10-03,ON1,P043,2,45000,0.0,90000,25200
O20251003-016449,2025-10-03,ON2,P012,1,189000,0.0,189000,79380
O20251003-016450,2025-10-03,ON2,P022,2,29000,0.1,52200,35960
O20251003-016451,2025-10-03,ON2,P042,2,22000,0.0,44000,14080
O20251004-016452,2025-10-04,S01,P027,1,8900,0.0,8900,4628
O20251004-016453,2025-10-04,S01,P038,1,49000,0.0,49000,23030
O20251004-016454,2025-10-04,S01,P046,1,16900,0.0,16900,6084
O20251004-016455,2025-10-04,S03,P044,5,42000,0.1,189000,69300
O20251004-016456,2025-10-04,S04,P023,1,42000,0.1,37800,27720
O20251004-016457,2025-10-04,S04,P035,1,15900,0.2,12720,6678
O20251004-016458,2025-10-04,S04,P048,3,98000,0.0,294000,111720
O20251004-016459,2025-10-04,S05,P005,1,149000,0.0,149000,101320
O20251004-016460,2025-10-04,S05,P015,1,69000,0.1,62100,27600
O20251004-016461,2025-10-04,S05,P031,2,79000,0.0,158000,75840
O20251004-016462,2025-10-04,S06,P004,1,189000,0.0,189000,139860
O20251004-016463,2025-10-04,S06,P014,2,45000,0.05,85500,34200
O20251004-016464,2025-10-04,S06,P025,1,24900,0.05,23655,14442
O20251004-016465,2025-10-04,S06,P044,2,42000,0.0,84000,27720
O20251004-016466,2025-10-04,S07,P026,1,12900,0.2,10320,6192
O20251004-016467,2025-10-04,S08,P014,3,45000,0.0,135000,51300
O20251004-016468,2025-10-04,S08,P022,5,29000,0.0,145000,89900
O20251004-016469,2025-10-04,S09,P017,1,89000,0.1,80100,39160
O20251004-016470,2025-10-04,S09,P038,1,49000,0.0,49000,23030
O20251004-016471,2025-10-04,S12,P027,1,8900,0.0,8900,4628
O20251004-016472,2025-10-04,S12,P045,1,29000,0.0,29000,8700
O20251004-016473,2025-10-04,S15,P034,2,69000,0.0,138000,63480
O20251004-016474,2025-10-04,S15,P046,4,16900,0.05,64220,24336
O20251004-016475,2025-10-04,S17,P025,1,24900,0.0,24900,14442
O20251004-016476,2025-10-04,ON1,P003,1,459000,0.0,459000,321300
O20251004-016477,2025-10-04,ON1,P013,1,59000,0.0,59000,23600
O20251004-016478,2025-10-04,ON1,P023,1,42000,0.0,42000,27720
O20251004-016479,2025-10-04,ON1,P042,3,22000,0.0,66000,21120
O20251004-016480,2025-10-04,ON2,P002,1,689000,0.05,654550,496080
O20251004-016481,2025-10-04,ON2,P012,2,189000,0.0,378000,158760
O20251004-016482,2025-10-04,ON2,P032,2,29900,0.0,59800,26910
O20251004-016483,2025-10-04,ON2,P047,2,15000,0.0,30000,10200
O20251005-016484,2025-10-05,S01,P012,1,189000,0.0,189000,79380
O20251005-016485,2025-10-05,S01,P025,2,24900,0.0,49800,28884
O20251005-016486,2025-10-05,S01,P037,1,27000,0.0,27000,10800
O20251005-016487,2025-10-05,S04,P006,1,329000,0.3,230300,217140
O20251005-016488,2025-10-05,S04,P016,1,119000,0.0,119000,59500
O20251005-016489,2025-10-05,S04,P027,1,8900,0.0,8900,4628
O20251005-016490,2025-10-05,S04,P047,1,15000,0.0,15000,5100
O20251005-016491,2025-10-05,S05,P024,5,19900,0.0,99500,54725
O20251005-016492,2025-10-05,S06,P004,1,189000,0.1,170100,139860
O20251005-016493,2025-10-05,S06,P015,1,69000,0.0,69000,27600
O20251005-016494,2025-10-05,S06,P042,5,22000,0.0,110000,35200
O20251005-016495,2025-10-05,S07,P014,1,45000,0.05,42750,17100
O20251005-016496,2025-10-05,S07,P044,1,42000,0.0,42000,13860
O20251005-016497,2025-10-05,S08,P028,2,89000,0.0,178000,89000
O20251005-016498,2025-10-05,S09,P015,1,69000,0.0,69000,27600
O20251005-016499,2025-10-05,S09,P021,2,159000,0.0,318000,222600
O20251005-016500,2025-10-05,S09,P048,2,98000,0.1,176400,74480
O20251005-016501,2025-10-05,S10,P027,5,8900,0.1,40050,23140
O20251005-016502,2025-10-05,S10,P033,1,18900,0.0,18900,10395
O20251005-016503,2025-10-05,S11,P035,2,15900,0.2,25440,13356
O20251005-016504,2025-10-05,S12,P043,5,45000,0.2,180000,63000
O20251005-016505,2025-10-05,S13,P047,2,15000,0.1,27000,10200
O20251005-016506,2025-10-05,S14,P012,1,189000,0.1,170100,79380
O20251005-016507,2025-10-05,S15,P014,3,45000,0.05,128250,51300
O20251005-016508,2025-10-05,S15,P022,1,29000,0.1,26100,17980
O20251005-016509,2025-10-05,S16,P037,3,27000,0.0,81000,32400
O20251005-016510,2025-10-05,S18,P021,3,159000,0.0,477000,333900
O20251005-016511,2025-10-05,S18,P048,1,98000,0.05,93100,37240
O20251005-016512,2025-10-05,ON1,P015,1,69000,0.0,69000,27600
O20251005-016513,2025-10-05,ON1,P011,1,129000,0.05,122550,58050
O20251005-016514,2025-10-05,ON1,P025,1,24900,0.0,24900,14442
O20251005-016515,2025-10-05,ON2,P028,1,89000,0.05,84550,44500
O20251005-016516,2025-10-05,ON2,P043,1,45000,0.1,40500,12600
O20251006-016517,2025-10-06,S01,P013,1,59000,0.0,59000,23600
O20251006-016518,2025-10-06,S01,P044,1,42000,0.1,37800,13860
O20251006-016519,2025-10-06,S04,P037,1,27000,0.0,27000,10800
O20251006-016520,2025-10-06,S04,P048,1,98000,0.05,93100,37240
O20251006-016521,2025-10-06,S05,P018,2,79000,0.0,158000,64780
O20251006-016522,2025-10-06,S06,P015,1,69000,0.05,65550,27600
O20251006-016523,2025-10-06,S08,P015,1,69000,0.0,69000,27600
O20251006-016524,2025-10-06,S09,P012,1,189000,0.0,189000,79380
O20251006-016525,2025-10-06,S09,P032,2,29900,0.1,53820,26910
O20251006-016526,2025-10-06,S10,P012,1,189000,0.0,189000,79380
O20251006-016527,2025-10-06,S10,P023,5,42000,0.1,189000,138600
O20251006-016528,2025-10-06,S12,P026,4,12900,0.0,51600,24768
O20251006-016529,2025-10-06,S13,P028,1,89000,0.0,89000,44500
O20251006-016530,2025-10-06,S13,P044,2,42000,0.0,84000,27720
O20251006-016531,2025-10-06,S14,P017,1,89000,0.1,80100,39160
O20251006-016532,2025-10-06,S14,P023,2,42000,0.1,75600,55440
O20251006-016533,2025-10-06,S16,P014,1,45000,0.0,45000,17100
O20251006-016534,2025-10-06,ON1,P012,3,189000,0.05,538650,238140
O20251006-016535,2025-10-06,ON1,P027,1,8900,0.05,8455,4628
O20251006-016536,2025-10-06,ON1,P038,1,49000,0.0,49000,23030
O20251006-016537,2025-10-06,ON1,P043,1,45000,0.05,42750,12600
O20251006-016538,2025-10-06,ON2,P027,2,8900,0.1,16020,9256
O20251006-016539,2025-10-06,ON2,P033,1,18900,0.0,18900,10395
O20251006-016540,2025-10-06,ON2,P042,1,22000,0.0,22000,7040
O20251007-016541,2025-10-07,S01,P011,1,129000,0.3,90300,58050
O20251007-016542,2025-10-07,S03,P014,1,45000,0.0,45000,17100
O20251007-016543,2025-10-07,S04,P021,1,159000,0.0,159000,111300
O20251007-016544,2025-10-07,S05,P048,1,98000,0.0,98000,37240
O20251007-016545,2025-10-07,S06,P023,1,42000,0.0,42000,27720
O20251007-016546,2025-10-07,S06,P044,2,42000,0.0,84000,27720
O20251007-016547,2025-10-07,S07,P013,2,59000,0.0,118000,47200
O20251007-016548,2025-10-07,S07,P026,1,12900,0.0,12900,6192
O20251007-016549,2025-10-07,S07,P032,1,29900,0.3,20930,13455
O20251007-016550,2025-10-07,S08,P001,1,2190000,0.0,2190000,1708200
O20251007-016551,2025-10-07,S09,P008,2,129000,0.0,258000,159960
O20251007-016552,2025-10-07,S09,P017,1,89000,0.0,89000,39160
O20251007-016553,2025-10-07,S11,P014,2,45000,0.0,90000,34200
O20251007-016554,2025-10-07,S11,P023,1,42000,0.05,39900,27720
O20251007-016555,2025-10-07,S13,P003,1,459000,0.0,459000,321300
O20251007-016556,2025-10-07,S13,P031,2,79000,0.0,158000,75840
O20251007-016557,2025-10-07,S17,P015,1,69000,0.0,69000,27600
O20251007-016558,2025-10-07,S17,P041,1,38000,0.0,38000,11400
O20251007-016559,2025-10-07,S18,P048,4,98000,0.0,392000,148960
O20251007-016560,2025-10-07,ON1,P014,1,45000,0.1,40500,17100
O20251007-016561,2025-10-07,ON1,P024,1,19900,0.0,19900,10945
O20251007-016562,2025-10-07,ON1,P032,1,29900,0.05,28405,13455
O20251007-016563,2025-10-07,ON1,P042,1,22000,0.0,22000,7040
O20251008-016564,2025-10-08,S01,P017,1,89000,0.0,89000,39160
O20251008-016565,2025-10-08,S01,P026,2,12900,0.05,24510,12384
O20251008-016566,2025-10-08,S01,P032,1,29900,0.0,29900,13455
O20251008-016567,2025-10-08,S01,P044,4,42000,0.0,168000,55440
O20251008-016568,2025-10-08,S03,P035,2,15900,0.05,30210,13356
O20251008-016569,2025-10-08,S04,P027,2,8900,0.0,17800,9256
O20251008-016570,2025-10-08,S04,P046,1,16900,0.1,15210,6084
O20251008-016571,2025-10-08,S06,P048,2,98000,0.0,196000,74480
O20251008-016572,2025-10-08,S08,P017,1,89000,0.0,89000,39160
O20251008-016573,2025-10-08,S09,P023,1,42000,0.3,29400,27720
O20251008-016574,2025-10-08,S09,P047,1,15000,0.0,15000,5100
O20251008-016575,2025-10-08,S11,P013,2,59000,0.1,106200,47200
O20251008-016576,2025-10-08,S11,P022,2,29000,0.1,52200,35960
O20251008-016577,2025-10-08,S11,P048,1,98000,0.0,98000,37240
O20251008-016578,2025-10-08,S12,P018,1,79000,0.2,63200,32390
O20251008-016579,2025-10-08,S13,P046,3,16900,0.0,50700,18252
O20251008-016580,2025-10-08,S15,P027,5,8900,0.0,44500,23140
O20251008-016581,2025-10-08,ON1,P008,1,129000,0.0,129000,79980
O20251008-016582,2025-10-08,ON1,P015,1,69000,0.0,69000,27600
O20251008-016583,2025-10-08,ON1,P024,1,19900,0.1,17910,10945
O20251008-016584,2025-10-08,ON1,P035,1,15900,0.0,15900,6678
O20251008-016585,2025-10-08,ON1,P043,1,45000,0.0,45000,12600
O20251008-016586,2025-10-08,ON2,P016,1,119000,0.0,119000,59500
O20251008-016587,2025-10-08,ON2,P036,1,32000,0.0,32000,11200
O20251009-016588,2025-10-09,S01,P015,1,69000,0.2,55200,27600
O20251009-016589,2025-10-09,S01,P027,1,8900,0.0,8900,4628
O20251009-016590,2025-10-09,S01,P041,2,38000,0.0,76000,22800
O20251009-016591,2025-10-09,S02,P012,1,189000,0.2,151200,79380
O20251009-016592,2025-10-09,S02,P028,2,89000,0.1,160200,89000
O20251009-016593,2025-10-09,S03,P021,1,159000,0.0,159000,111300
O20251009-016594,2025-10-09,S03,P037,1,27000,0.0,27000,10800
O20251009-016595,2025-10-09,S04,P001,1,2190000,0.0,2190000,1708200
O20251009-016596,2025-10-09,S06,P011,1,129000,0.0,129000,58050
O20251009-016597,2025-10-09,S06,P026,4,12900,0.0,51600,24768
O20251009-016598,2025-10-09,S07,P022,1,29000,0.1,26100,17980
O20251009-016599,2025-10-09,S08,P015,1,69000,0.2,55200,27600
O20251009-016600,2025-10-09,S09,P031,2,79000,0.1,142200,75840
O20251009-016601,2025-10-09,S10,P016,3,119000,0.0,357000,178500
O20251009-016602,2025-10-09,S10,P044,3,42000,0.0,126000,41580
O20251009-016603,2025-10-09,S11,P001,1,2190000,0.0,2190000,1708200
O20251009-016604,2025-10-09,S12,P026,1,12900,0.05,12255,6192
O20251009-016605,2025-10-09,S13,P018,1,79000,0.0,79000,32390
O20251009-016606,2025-10-09,S13,P027,1,8900,0.0,8900,4628
O20251009-016607,2025-10-09,S13,P043,1,45000,0.0,45000,12600
O20251009-016608,2025-10-09,S14,P014,2,45000,0.0,90000,34200
O20251009-016609,2025-10-09,S15,P011,2,129000,0.0,258000,116100
O20251009-016610,2025-10-09,S15,P027,2,8900,0.0,17800,9256
O20251009-016611,2025-10-09,S16,P042,2,22000,0.05,41800,14080
O20251009-016612,2025-10-09,S17,P015,1,69000,0.0,69000,27600
O20251009-016613,2025-10-09,S17,P031,3,79000,0.0,237000,113760
O20251009-016614,2025-10-09,S18,P028,3,89000,0.0,267000,133500
O20251009-016615,2025-10-09,ON1,P015,3,69000,0.0,207000,82800
O20251009-016616,2025-10-09,ON1,P025,1,24900,0.05,23655,14442
O20251009-016617,2025-10-09,ON1,P038,1,49000,0.0,49000,23030
O20251009-016618,2025-10-09,ON1,P048,1,98000,0.0,98000,37240
O20251009-016619,2025-10-09,ON2,P011,1,129000,0.0,129000,58050
O20251009-016620,2025-10-09,ON2,P022,2,29000,0.0,58000,35960
O20251009-016621,2025-10-09,ON2,P034,2,69000,0.0,138000,63480
O20251009-016622,2025-10-09,ON2,P048,1,98000,0.2,78400,37240
O20251010-016623,2025-10-10,S01,P034,3,69000,0.0,207000,95220
O20251010-016624,2025-10-10,S02,P028,3,89000,0.05,253650,133500
O20251010-016625,2025-10-10,S04,P022,3,29000,0.0,87000,53940
O20251010-016626,2025-10-10,S04,P032,3,29900,0.0,89700,40365
O20251010-016627,2025-10-10,S05,P026,4,12900,0.1,46440,24768
O20251010-016628,2025-10-10,S06,P015,1,69000,0.0,69000,27600
O20251010-016629,2025-10-10,S06,P034,2,69000,0.05,131100,63480
O20251010-016630,2025-10-10,S08,P024,1,19900,0.0,19900,10945
O20251010-016631,2025-10-10,S08,P045,1,29000,0.0,29000,8700
O20251010-016632,2025-10-10,S09,P017,1,89000,0.0,89000,39160
O20251010-016633,2025-10-10,S09,P027,2,8900,0.1,16020,9256
O20251010-016634,2025-10-10,S11,P016,1,119000,0.0,119000,59500
O20251010-016635,2025-10-10,S11,P024,3,19900,0.05,56715,32835
O20251010-016636,2025-10-10,S11,P042,1,22000,0.1,19800,7040
O20251010-016637,2025-10-10,S16,P018,1,79000,0.0,79000,32390
O20251010-016638,2025-10-10,S17,P041,2,38000,0.0,76000,22800
O20251010-016639,2025-10-10,ON1,P015,2,69000,0.05,131100,55200
O20251010-016640,2025-10-10,ON1,P021,3,159000,0.0,477000,333900
O20251010-016641,2025-10-10,ON1,P032,1,29900,0.0,29900,13455
O20251010-016642,2025-10-10,ON1,P046,1,16900,0.05,16055,6084
O20251010-016643,2025-10-10,ON2,P033,2,18900,0.0,37800,20790
O20251010-016644,2025-10-10,ON2,P043,3,45000,0.0,135000,37800
O20251011-016645,2025-10-11,S01,P008,1,129000,0.0,129000,79980
O20251011-016646,2025-10-11,S01,P018,1,79000,0.0,79000,32390
O20251011-016647,2025-10-11,S01,P026,1,12900,0.0,12900,6192
O20251011-016648,2025-10-11,S01,P045,2,29000,0.05,55100,17400
O20251011-016649,2025-10-11,S02,P016,1,119000,0.0,119000,59500
O20251011-016650,2025-10-11,S02,P027,3,8900,0.05,25365,13884
O20251011-016651,2025-10-11,S03,P018,1,79000,0.05,75050,32390
O20251011-016652,2025-10-11,S04,P002,1,689000,0.0,689000,496080
O20251011-016653,2025-10-11,S04,P017,2,89000,0.3,124600,78320
O20251011-016654,2025-10-11,S05,P004,1,189000,0.0,189000,139860
O20251011-016655,2025-10-11,S05,P011,2,129000,0.3,180600,116100
O20251011-016656,2025-10-11,S05,P044,2,42000,0.0,84000,27720
O20251011-016657,2025-10-11,S06,P013,1,59000,0.05,56050,23600
O20251011-016658,2025-10-11,S06,P036,1,32000,0.0,32000,11200
O20251011-016659,2025-10-11,S07,P014,3,45000,0.0,135000,51300
O20251011-016660,2025-10-11,S07,P046,3,16900,0.0,50700,18252
O20251011-016661,2025-10-11,S09,P022,1,29000,0.0,29000,17980
O20251011-016662,2025-10-11,S10,P012,2,189000,0.05,359100,158760
O20251011-016663,2025-10-11,S10,P027,1,8900,0.1,8010,4628
O20251011-016664,2025-10-11,S10,P043,1,45000,0.0,45000,12600
O20251011-016665,2025-10-11,S11,P024,1,19900,0.1,17910,10945
O20251011-016666,2025-10-11,S12,P033,1,18900,0.0,18900,10395
O20251011-016667,2025-10-11,S13,P032,1,29900,0.0,29900,13455
O20251011-016668,2025-10-11,S14,P015,1,69000,0.0,69000,27600
O20251011-016669,2025-10-11,S16,P036,2,32000,0.0,64000,22400
O20251011-016670,2025-10-11,S16,P045,4,29000,0.0,116000,34800
O20251011-016671,2025-10-11,S17,P014,1,45000,0.0,45000,17100
O20251011-016672,2025-10-11,S18,P011,1,129000,0.0,129000,58050
O20251011-016673,2025-10-11,ON1,P016,2,119000,0.05,226100,119000
O20251011-016674,2025-10-11,ON1,P026,1,12900,0.2,10320,6192
O20251011-016675,2025-10-11,ON1,P035,1,15900,0.0,15900,6678
O20251011-016676,2025-10-11,ON2,P013,1,59000,0.0,59000,23600
O20251011-016677,2025-10-11,ON2,P022,1,29000,0.0,29000,17980
O20251011-016678,2025-10-11,ON2,P042,3,22000,0.0,66000,21120
O20251012-016679,2025-10-12,S01,P034,3,69000,0.0,207000,95220
O20251012-016680,2025-10-12,S02,P016,1,119000,0.0,119000,59500
O20251012-016681,2025-10-12,S04,P006,1,329000,0.0,329000,217140
O20251012-016682,2025-10-12,S04,P011,1,129000,0.2,103200,58050
O20251012-016683,2025-10-12,S05,P025,3,24900,0.0,74700,43326
O20251012-016684,2025-10-12,S06,P011,1,129000,0.3,90300,58050
O20251012-016685,2025-10-12,S07,P025,3,24900,0.0,74700,43326
O20251012-016686,2025-10-12,S07,P042,2,22000,0.2,35200,14080
O20251012-016687,2025-10-12,S08,P011,1,129000,0.2,103200,58050
O20251012-016688,2025-10-12,S08,P028,1,89000,0.1,80100,44500
O20251012-016689,2025-10-12,S09,P028,1,89000,0.1,80100,44500
O20251012-016690,2025-10-12,S09,P047,1,15000,0.0,15000,5100
O20251012-016691,2025-10-12,S10,P025,3,24900,0.05,70965,43326
O20251012-016692,2025-10-12,S10,P043,2,45000,0.05,85500,25200
O20251012-016693,2025-10-12,S11,P037,1,27000,0.0,27000,10800
O20251012-016694,2025-10-12,S13,P021,1,159000,0.05,151050,111300
O20251012-016695,2025-10-12,S15,P028,2,89000,0.05,169100,89000
O20251012-016696,2025-10-12,S15,P044,1,42000,0.05,39900,13860
O20251012-016697,2025-10-12,S16,P003,1,459000,0.1,413100,321300
O20251012-016698,2025-10-12,ON1,P018,1,79000,0.0,79000,32390
O20251012-016699,2025-10-12,ON1,P017,1,89000,0.05,84550,39160
O20251012-016700,2025-10-12,ON1,P031,2,79000,0.1,142200,75840
O20251012-016701,2025-10-12,ON1,P041,3,38000,0.0,114000,34200
O20251012-016702,2025-10-12,ON2,P013,1,59000,0.0,59000,23600
O20251012-016703,2025-10-12,ON2,P021,4,159000,0.05,604200,445200
O20251012-016704,2025-10-12,ON2,P044,3,42000,0.0,126000,41580
O20251013-016705,2025-10-13,S01,P023,1,42000,0.0,42000,27720
O20251013-016706,2025-10-13,S02,P028,3,89000,0.0,267000,133500
O20251013-016707,2025-10-13,S02,P035,2,15900,0.0,31800,13356
O20251013-016708,2025-10-13,S03,P031,1,79000,0.1,71100,37920
O20251013-016709,2025-10-13,S05,P047,4,15000,0.0,60000,20400
O20251013-016710,2025-10-13,S06,P013,1,59000,0.0,59000,23600
O20251013-016711,2025-10-13,S07,P007,2,219000,0.0,438000,280320
O20251013-016712,2025-10-13,S07,P016,1,119000,0.0,119000,59500
O20251013-016713,2025-10-13,S07,P043,1,45000,0.05,42750,12600
O20251013-016714,2025-10-13,S09,P015,1,69000,0.0,69000,27600
O20251013-016715,2025-10-13,S09,P021,1,159000,0.1,143100,111300
O20251013-016716,2025-10-13,S09,P033,1,18900,0.0,18900,10395
O20251013-016717,2025-10-13,S09,P047,4,15000,0.0,60000,20400
O20251013-016718,2025-10-13,S10,P002,1,689000,0.05,654550,496080
O20251013-016719,2025-10-13,S10,P012,1,189000,0.05,179550,79380
O20251013-016720,2025-10-13,S10,P045,3,29000,0.0,87000,26100
O20251013-016721,2025-10-13,S11,P016,1,119000,0.05,113050,59500
O20251013-016722,2025-10-13,S12,P012,1,189000,0.1,170100,79380
O20251013-016723,2025-10-13,S15,P004,1,189000,0.1,170100,139860
